,date,endpoint_type,backend,label,model_id,tokenizer_id,num_prompts,request_rate,burstiness,max_concurrency,duration,completed,failed,total_input_tokens,total_output_tokens,request_throughput,request_goodput,output_throughput,total_token_throughput,max_output_tokens_per_s,max_concurrent_requests,mean_ttft_ms,median_ttft_ms,std_ttft_ms,p99_ttft_ms,mean_tpot_ms,median_tpot_ms,std_tpot_ms,p99_tpot_ms,mean_itl_ms,median_itl_ms,std_itl_ms,p99_itl_ms,mean_e2el_ms,median_e2el_ms,std_e2el_ms,p99_e2el_ms,run_number,_benchmark_name,profile
0,20260216-174223,openai-chat,openai-chat,,Qwen/Qwen3-32B,Qwen/Qwen3-32B,512,inf,1.0,256,4.237258424051106,512,0,54258,5120,120.83284727073439,,1208.328472707344,14013.30626023763,2499.0,511,1512.856091233516,1460.2344876620919,387.82537288567886,2009.544067038223,55.920805287516686,54.04498999834888,32.49994467292285,99.09010961962244,51.908327424639836,19.87415668554604,95.19649352378018,406.0062388330697,2016.1433388211663,1977.1595678757876,304.0669010415103,2223.212528056465,0,warmup,
1,20260216-174247,openai-chat,openai-chat,,Qwen/Qwen3-32B,Qwen/Qwen3-32B,512,inf,1.0,256,3.994947677012533,512,0,54258,5120,128.16187880159657,,1281.6187880159657,14863.273514611721,2690.0,511,1253.4031530813081,1161.3640510477126,430.9305258238484,1964.1693535028026,75.72516719230609,76.00832042387789,41.91184079543284,150.86622576798413,68.79600157523498,22.004143334925175,121.06403337869736,401.34979642927647,1934.929657812063,1796.7079088557512,285.73418180012567,2243.7779830629006,0,profiled,True
